archivo,agente,fecha,descuento_dia,duracion_seg,primer_plan
amza27_1_260115110837003_MIT_01956_transcripcion.json,MZA 27,15/01,80%,62,
amza27_1_260115114817435_ACD_63705_transcripcion.json,MZA 27,15/01,80%,168,
amza27_1_260115120632568_ACD_17747_transcripcion.json,MZA 27,15/01,80%,88,
amza27_1_260115121344718_ACD_37685_transcripcion.json,MZA 27,15/01,80%,99,
amza27_1_260115121641701_ACD_45965_transcripcion.json,MZA 27,15/01,80%,62,
amza27_1_260115131610738_MIT_01964_transcripcion.json,MZA 27,15/01,80%,68,
amza27_1_260115132456868_ACD_97147_transcripcion.json,MZA 27,15/01,80%,1187,
amza27_1_260115141846084_ACD_81091_transcripcion.json,MZA 27,15/01,80%,101,
amza27_1_260116112409686_ACD_01697_transcripcion.json,MZA 27,16/01,80%,161,
amza27_1_260116112822771_ACD_17413_transcripcion.json,MZA 27,16/01,80%,65,
amza27_1_260116113016436_ACD_23881_transcripcion.json,MZA 27,16/01,80%,122,
amza27_1_260116114921703_ACD_87945_transcripcion.json,MZA 27,16/01,80%,112,
amza27_1_260116120750920_ACD_38463_transcripcion.json,MZA 27,16/01,80%,78,
amza27_1_260116120958167_ACD_40805_transcripcion.json,MZA 27,16/01,80%,137,
amza27_1_260116145819554_ACD_50803_transcripcion.json,MZA 27,16/01,80%,75,
amza28_1_260113141116735_ACD_78103_transcripcion.json,MZA 28,13/01,80%,293,
amza28_1_260113143541604_ACD_58975_transcripcion.json,MZA 28,13/01,80%,73,
amza28_1_260113145149804_ACD_16947_transcripcion.json,MZA 28,13/01,80%,80,
amza28_1_260114145435591_ACD_25117_transcripcion.json,MZA 28,14/01,80%,89,
amza28_1_260115110730802_MIT_01948_transcripcion.json,MZA 28,15/01,80%,162,
amza28_1_260115120156444_ACD_06427_transcripcion.json,MZA 28,15/01,80%,118,
amza28_1_260115131745565_ACD_76467_transcripcion.json,MZA 28,15/01,80%,239,
amza28_1_260115132718416_ACD_03227_transcripcion.json,MZA 28,15/01,80%,663,
amza28_1_260116120220170_ACD_27007_transcripcion.json,MZA 28,16/01,80%,60,
amza28_2_260115132718416_ACD_03227_transcripcion.json,MZA 28,15/01,80%,663,
amza29_1_260113141050603_ACD_76249_transcripcion.json,MZA 29,13/01,80%,78,
amza29_1_260113141739024_ACD_00813_transcripcion.json,MZA 29,13/01,80%,69,
amza29_1_260113143803113_ACD_66149_transcripcion.json,MZA 29,13/01,80%,71,
amza29_1_260114141313657_ACD_00959_transcripcion.json,MZA 29,14/01,80%,82,
amza29_1_260114144313723_ACD_87757_transcripcion.json,MZA 29,14/01,80%,71,
amza29_1_260115111313144_ACD_40223_transcripcion.json,MZA 29,15/01,80%,93,
amza29_1_260115115330952_ACD_79583_transcripcion.json,MZA 29,15/01,80%,124,
amza29_1_260115120557321_ACD_16147_transcripcion.json,MZA 29,15/01,80%,67,
amza29_1_260115133457292_ACD_26947_transcripcion.json,MZA 29,15/01,80%,75,
amza29_1_260115140140365_ACD_16321_transcripcion.json,MZA 29,15/01,80%,81,8gb
amza29_1_260115145344409_ACD_93877_transcripcion.json,MZA 29,15/01,80%,218,
amza29_1_260115145949554_ACD_11449_transcripcion.json,MZA 29,15/01,80%,65,
amza29_1_260116102432982_ACD_74889_transcripcion.json,MZA 29,16/01,80%,167,
amza29_1_260116111700142_ACD_74021_transcripcion.json,MZA 29,16/01,80%,89,
amza29_1_260116113610129_ACD_41839_transcripcion.json,MZA 29,16/01,80%,70,
amza29_1_260116134339330_ACD_87387_transcripcion.json,MZA 29,16/01,80%,87,
amza29_1_260116142647869_ACD_44045_transcripcion.json,MZA 29,16/01,80%,81,
amza29_1_260116143248672_ACD_64135_transcripcion.json,MZA 29,16/01,80%,197,
amza29_1_260116144136273_ACD_93859_transcripcion.json,MZA 29,16/01,80%,0,
amza2_1_260114102722441_MIT_01993_transcripcion.json,MZA 2,14/01,80%,999,
amza2_1_260114121712144_MIT_01997_transcripcion.json,MZA 2,14/01,80%,639,
amza2_1_260114145720722_MIT_01978_transcripcion.json,MZA 2,14/01,80%,251,
amza2_1_260115102330691_MIT_01954_transcripcion.json,MZA 2,15/01,80%,132,8gb
amza2_1_260115124905516_ACD_87481_transcripcion.json,MZA 2,15/01,80%,94,
amza2_1_260115130101104_ACD_25301_transcripcion.json,MZA 2,15/01,80%,244,
amza2_1_260115141816000_ACD_79449_transcripcion.json,MZA 2,15/01,80%,76,
amza2_1_260116103612849_ACD_22965_transcripcion.json,MZA 2,16/01,80%,66,
amza2_1_260116113933901_ACD_53939_transcripcion.json,MZA 2,16/01,80%,2075,8gb
amza2_1_260116133728521_ACD_64991_transcripcion.json,MZA 2,16/01,80%,81,
amza2_2_260116113933901_ACD_53939_transcripcion.json,MZA 2,16/01,80%,2075,
amza30_1_260113140542912_ACD_54497_transcripcion.json,MZA 30,13/01,80%,70,
amza30_1_260114143041796_ACD_54587_transcripcion.json,MZA 30,14/01,80%,211,
amza30_1_260114143811103_ACD_72743_transcripcion.json,MZA 30,14/01,80%,80,
amza30_1_260115113804435_ACD_24863_transcripcion.json,MZA 30,15/01,80%,68,
amza30_1_260115115753044_ACD_93547_transcripcion.json,MZA 30,15/01,80%,77,
amza30_1_260115120031059_ACD_02515_transcripcion.json,MZA 30,15/01,80%,81,
amza30_1_260115120232524_ACD_07777_transcripcion.json,MZA 30,15/01,80%,82,
amza30_1_260115120734770_ACD_20581_transcripcion.json,MZA 30,15/01,80%,121,
amza30_1_260115130359479_ACD_34575_transcripcion.json,MZA 30,15/01,80%,61,
amza30_1_260115133221758_ACD_18713_transcripcion.json,MZA 30,15/01,80%,74,
amza30_1_260115133537718_ACD_29251_transcripcion.json,MZA 30,15/01,80%,137,8gb
amza30_1_260115134823513_ACD_71197_transcripcion.json,MZA 30,15/01,80%,77,
amza30_1_260115142016129_MIT_01990_transcripcion.json,MZA 30,15/01,80%,393,
amza30_1_260115144537006_ACD_69023_transcripcion.json,MZA 30,15/01,80%,123,
amza313_1_260113112517049_ACD_12259_transcripcion.json,MZA 313,13/01,80%,640,
amza313_1_260113115540841_ACD_00399_transcripcion.json,MZA 313,13/01,80%,70,
amza313_1_260113124353499_ACD_94597_transcripcion.json,MZA 313,13/01,80%,124,
amza313_1_260113124707250_ACD_00565_transcripcion.json,MZA 313,13/01,80%,835,8gb
amza313_1_260113131214321_ACD_74763_transcripcion.json,MZA 313,13/01,80%,321,4gb
amza313_1_260113135335089_ACD_09001_transcripcion.json,MZA 313,13/01,80%,92,
amza313_1_260113140116923_ACD_37891_transcripcion.json,MZA 313,13/01,80%,119,
amza313_1_260114110054613_ACD_11965_transcripcion.json,MZA 313,14/01,80%,72,8gb
amza313_1_260114130206218_ACD_90065_transcripcion.json,MZA 313,14/01,80%,115,
amza313_1_260114145140735_ACD_15991_transcripcion.json,MZA 313,14/01,80%,63,
amza313_1_260115104145581_MIT_01986_transcripcion.json,MZA 313,15/01,80%,812,8gb
amza313_1_260115111434905_ACD_45793_transcripcion.json,MZA 313,15/01,80%,204,
amza313_1_260115112428817_ACD_80387_transcripcion.json,MZA 313,15/01,80%,286,
amza313_1_260115133318042_ACD_21579_transcripcion.json,MZA 313,15/01,80%,107,4gb
amza313_1_260116102721991_ACD_85239_transcripcion.json,MZA 313,16/01,80%,103,
amza313_1_260116113442479_ACD_37043_transcripcion.json,MZA 313,16/01,80%,119,
amza313_1_260116115828881_ACD_15925_transcripcion.json,MZA 313,16/01,80%,74,
amza313_1_260116120306336_ACD_29095_transcripcion.json,MZA 313,16/01,80%,67,
amza313_1_260116121320552_ACD_45465_transcripcion.json,MZA 313,16/01,80%,75,
amza313_1_260116125533475_ACD_27715_transcripcion.json,MZA 313,16/01,80%,86,
amza313_1_260116133810960_MIT_01973_transcripcion.json,MZA 313,16/01,80%,768,4gb
amza314_1_260113120117482_ACD_15487_transcripcion.json,MZA 314,13/01,80%,62,
amza314_1_260113125505963_ACD_20157_transcripcion.json,MZA 314,13/01,80%,106,8gb
amza314_1_260113131953649_ACD_99637_transcripcion.json,MZA 314,13/01,80%,65,
amza314_1_260113141116735_ACD_77873_transcripcion.json,MZA 314,13/01,80%,95,
amza314_1_260113144736896_ACD_01895_transcripcion.json,MZA 314,13/01,80%,74,
amza314_1_260113145321229_ACD_22209_transcripcion.json,MZA 314,13/01,80%,134,
amza314_1_260113145720405_ACD_35765_transcripcion.json,MZA 314,13/01,80%,240,
amza314_1_260114104250603_ACD_60249_transcripcion.json,MZA 314,14/01,80%,309,
amza314_1_260114113039859_ACD_99237_transcripcion.json,MZA 314,14/01,80%,183,
amza314_1_260114114708080_ACD_50601_transcripcion.json,MZA 314,14/01,80%,83,4gb
amza314_1_260114125524123_ACD_68473_transcripcion.json,MZA 314,14/01,80%,284,
amza314_1_260114142629594_ACD_42253_transcripcion.json,MZA 314,14/01,80%,67,
amza314_1_260115135053053_ACD_78723_transcripcion.json,MZA 314,15/01,80%,94,15gb
amza314_1_260116102412854_ACD_73129_transcripcion.json,MZA 314,16/01,80%,284,4gb
amza314_1_260116115540126_ACD_07495_transcripcion.json,MZA 314,16/01,80%,64,
amza314_1_260116125247946_ACD_16611_transcripcion.json,MZA 314,16/01,80%,61,
amza314_1_260116142252871_ACD_32813_transcripcion.json,MZA 314,16/01,80%,81,
amza31_1_260113142424090_ACD_20895_transcripcion.json,MZA 31,13/01,80%,132,
amza31_1_260113145640230_ACD_33625_transcripcion.json,MZA 31,13/01,80%,93,
amza31_1_260113145904708_ACD_40817_transcripcion.json,MZA 31,13/01,80%,103,
amza31_1_260114143532159_ACD_65817_transcripcion.json,MZA 31,14/01,80%,102,
amza31_1_260115113739312_ACD_22831_transcripcion.json,MZA 31,15/01,80%,96,
amza31_1_260115134400706_MIT_01958_transcripcion.json,MZA 31,15/01,80%,1238,4gb
amza31_1_260116113955016_ACD_55443_transcripcion.json,MZA 31,16/01,80%,129,
amza31_1_260116120354368_ACD_31091_transcripcion.json,MZA 31,16/01,80%,63,
amza31_1_260116134141663_ACD_80145_transcripcion.json,MZA 31,16/01,80%,63,
amza32_1_260113103711273_MIT_01964_transcripcion.json,MZA 32,13/01,80%,585,
amza32_1_260113140003678_ACD_33605_transcripcion.json,MZA 32,13/01,80%,71,
amza32_1_260113142603323_ACD_25935_transcripcion.json,MZA 32,13/01,80%,172,
amza32_1_260113143138610_ACD_44543_transcripcion.json,MZA 32,13/01,80%,210,
amza32_1_260113143955621_ACD_72421_transcripcion.json,MZA 32,13/01,80%,75,
amza32_1_260113144646492_ACD_98557_transcripcion.json,MZA 32,13/01,80%,132,
amza32_1_260114141434206_ACD_05267_transcripcion.json,MZA 32,14/01,80%,99,
amza32_1_260115111602295_ACD_50503_transcripcion.json,MZA 32,15/01,80%,74,
amza32_1_260115113926053_ACD_29573_transcripcion.json,MZA 32,15/01,80%,825,30gb
amza32_1_260115121222573_ACD_33609_transcripcion.json,MZA 32,15/01,80%,77,
amza32_1_260115121515247_ACD_41897_transcripcion.json,MZA 32,15/01,80%,73,
amza32_1_260115121719803_ACD_47805_transcripcion.json,MZA 32,15/01,80%,141,
amza32_1_260115124233745_ACD_76871_transcripcion.json,MZA 32,15/01,80%,300,
amza32_1_260115125945502_ACD_21051_transcripcion.json,MZA 32,15/01,80%,171,
amza32_1_260115132312145_ACD_92127_transcripcion.json,MZA 32,15/01,80%,736,
amza32_1_260115134951798_ACD_75677_transcripcion.json,MZA 32,15/01,80%,63,
amza32_1_260115140048271_ACD_13229_transcripcion.json,MZA 32,15/01,80%,157,8gb
amza32_1_260115140436892_ACD_27455_transcripcion.json,MZA 32,15/01,80%,101,
amza32_1_260116103153828_ACD_04937_transcripcion.json,MZA 32,16/01,80%,69,
amza32_1_260116111256870_ACD_59337_transcripcion.json,MZA 32,16/01,80%,166,
amza32_1_260116113708311_ACD_45385_transcripcion.json,MZA 32,16/01,80%,100,
amza32_1_260116120621790_ACD_36391_transcripcion.json,MZA 32,16/01,80%,83,
amza32_1_260116121142419_ACD_42965_transcripcion.json,MZA 32,16/01,80%,125,
amza32_1_260116121430580_ACD_47373_transcripcion.json,MZA 32,16/01,80%,182,
amza32_1_260116121813997_ACD_51637_transcripcion.json,MZA 32,16/01,80%,523,4gb
amza32_1_260116134334323_ACD_86991_transcripcion.json,MZA 32,16/01,80%,107,
amza32_1_260116134609003_ACD_96397_transcripcion.json,MZA 32,16/01,80%,63,
amza32_1_260116134857850_ACD_07579_transcripcion.json,MZA 32,16/01,80%,84,
amza32_1_260116135414923_ACD_28511_transcripcion.json,MZA 32,16/01,80%,109,
amza32_1_260116142206751_ACD_30439_transcripcion.json,MZA 32,16/01,80%,72,
amza33_1_260113141440148_ACD_91121_transcripcion.json,MZA 33,13/01,80%,87,
amza33_1_260115124921518_ACD_87935_transcripcion.json,MZA 33,15/01,80%,63,
amza33_1_260115145659046_ACD_03771_transcripcion.json,MZA 33,15/01,80%,269,
amza33_1_260116120823923_ACD_39055_transcripcion.json,MZA 33,16/01,80%,67,
amza34_1_260113102909977_MIT_01989_transcripcion.json,MZA 34,13/01,80%,515,
amza34_1_260113145519963_ACD_29143_transcripcion.json,MZA 34,13/01,80%,105,
amza35_1_260113111415742_ACD_78117_transcripcion.json,MZA 35,13/01,80%,119,
amza35_1_260113112544076_ACD_13599_transcripcion.json,MZA 35,13/01,80%,76,
amza35_1_260113115902222_ACD_09441_transcripcion.json,MZA 35,13/01,80%,75,
amza35_1_260113120835985_ACD_34993_transcripcion.json,MZA 35,13/01,80%,89,
amza35_1_260113124616113_ACD_99161_transcripcion.json,MZA 35,13/01,80%,62,
amza35_1_260113124821383_ACD_02829_transcripcion.json,MZA 35,13/01,80%,100,
amza35_1_260113130125481_ACD_40317_transcripcion.json,MZA 35,13/01,80%,96,
amza35_1_260113130542521_ACD_53897_transcripcion.json,MZA 35,13/01,80%,64,
amza35_1_260113140218149_ACD_41395_transcripcion.json,MZA 35,13/01,80%,156,
amza35_1_260113143305950_ACD_49601_transcripcion.json,MZA 35,13/01,80%,95,
amza35_1_260114103510740_ACD_37391_transcripcion.json,MZA 35,14/01,80%,74,
amza35_1_260114104001787_ACD_51519_transcripcion.json,MZA 35,14/01,80%,61,
amza35_1_260114104735738_ACD_73755_transcripcion.json,MZA 35,14/01,80%,124,
amza35_1_260114105051413_ACD_83225_transcripcion.json,MZA 35,14/01,80%,234,
amza35_1_260114110211042_ACD_15701_transcripcion.json,MZA 35,14/01,80%,99,
amza35_1_260114112724039_ACD_89073_transcripcion.json,MZA 35,14/01,80%,74,
amza35_1_260114114438567_ACD_43331_transcripcion.json,MZA 35,14/01,80%,76,
amza35_1_260114115532837_ACD_70607_transcripcion.json,MZA 35,14/01,80%,65,
amza35_1_260114120221263_ACD_87257_transcripcion.json,MZA 35,14/01,80%,65,
amza35_1_260114121959114_ACD_26033_transcripcion.json,MZA 35,14/01,80%,84,
amza35_1_260114130253493_ACD_92405_transcripcion.json,MZA 35,14/01,80%,61,
amza35_1_260114132616054_ACD_63659_transcripcion.json,MZA 35,14/01,80%,163,
amza35_1_260114133612395_ACD_92835_transcripcion.json,MZA 35,14/01,80%,228,8gb
amza35_1_260114135817627_ACD_56481_transcripcion.json,MZA 35,14/01,80%,242,8gb
amza35_1_260114142945520_ACD_52101_transcripcion.json,MZA 35,14/01,80%,117,
amza35_1_260114144313723_ACD_87795_transcripcion.json,MZA 35,14/01,80%,193,
amza35_1_260115110836744_ACD_23713_transcripcion.json,MZA 35,15/01,80%,64,
amza35_1_260115111908902_ACD_60859_transcripcion.json,MZA 35,15/01,80%,230,
amza35_1_260115114827521_ACD_64267_transcripcion.json,MZA 35,15/01,80%,178,
amza35_1_260115121610561_ACD_44507_transcripcion.json,MZA 35,15/01,80%,232,8gb
amza35_1_260115131653341_ACD_73739_transcripcion.json,MZA 35,15/01,80%,80,
amza35_1_260115134925744_ACD_74267_transcripcion.json,MZA 35,15/01,80%,96,8gb
amza35_1_260115140337767_ACD_23609_transcripcion.json,MZA 35,15/01,80%,139,
amza35_1_260115144030894_ACD_52569_transcripcion.json,MZA 35,15/01,80%,138,
amza35_1_260116115253705_ACD_98617_transcripcion.json,MZA 35,16/01,80%,72,
amza35_1_260116131020361_ACD_80335_transcripcion.json,MZA 35,16/01,80%,106,
amza35_1_260116133240259_ACD_50167_transcripcion.json,MZA 35,16/01,80%,86,
amza35_1_260116133957464_ACD_74123_transcripcion.json,MZA 35,16/01,80%,89,
amza35_1_260116134151718_ACD_80907_transcripcion.json,MZA 35,16/01,80%,113,
amza35_1_260116135548359_ACD_34289_transcripcion.json,MZA 35,16/01,80%,147,8gb
amza35_1_260116141349835_ACD_02897_transcripcion.json,MZA 35,16/01,80%,73,
amza35_1_260116142110462_ACD_27755_transcripcion.json,MZA 35,16/01,80%,89,
amza35_1_260116143759253_ACD_81251_transcripcion.json,MZA 35,16/01,80%,82,
amza35_1_260116144443787_ACD_04249_transcripcion.json,MZA 35,16/01,80%,75,
amza36_1_260113125409633_ACD_17395_transcripcion.json,MZA 36,13/01,80%,99,
amza36_1_260113141825336_ACD_03233_transcripcion.json,MZA 36,13/01,80%,84,
amza36_1_260114113750195_ACD_22825_transcripcion.json,MZA 36,14/01,80%,71,
amza36_1_260114121707471_ACD_19457_transcripcion.json,MZA 36,14/01,80%,82,
amza36_1_260114130437822_ACD_98045_transcripcion.json,MZA 36,14/01,80%,116,8gb
amza36_1_260114132631130_ACD_64393_transcripcion.json,MZA 36,14/01,80%,65,4gb
amza36_1_260114140529290_ACD_77561_transcripcion.json,MZA 36,14/01,80%,93,4gb
amza36_1_260114142518297_ACD_37511_transcripcion.json,MZA 36,14/01,80%,330,4gb
amza36_1_260114143811103_ACD_72751_transcripcion.json,MZA 36,14/01,80%,717,
amza36_1_260115102108762_ACD_86837_transcripcion.json,MZA 36,15/01,80%,132,8gb
amza36_1_260115110125941_MIT_01989_transcripcion.json,MZA 36,15/01,80%,478,4gb
amza36_1_260115114940857_ACD_67629_transcripcion.json,MZA 36,15/01,80%,147,
amza36_1_260115131946869_ACD_81955_transcripcion.json,MZA 36,15/01,80%,66,
amza36_1_260115135819771_ACD_05225_transcripcion.json,MZA 36,15/01,80%,78,
amza36_1_260116104715283_ACD_68031_transcripcion.json,MZA 36,16/01,80%,65,
amza36_1_260116113141850_ACD_28033_transcripcion.json,MZA 36,16/01,80%,70,
amza36_1_260116120057719_ACD_23501_transcripcion.json,MZA 36,16/01,80%,61,
amza36_1_260116121142419_ACD_43029_transcripcion.json,MZA 36,16/01,80%,140,8gb
amza36_1_260116144110119_ACD_92127_transcripcion.json,MZA 36,16/01,80%,138,
amza39_1_260113140116923_ACD_38007_transcripcion.json,MZA 39,13/01,80%,75,
amza39_1_260113143828263_ACD_67657_transcripcion.json,MZA 39,13/01,80%,145,8gb
amza39_1_260113145034213_ACD_12829_transcripcion.json,MZA 39,13/01,80%,96,4gb
amza39_1_260114110701351_ACD_29193_transcripcion.json,MZA 39,14/01,80%,64,
amza39_1_260114144415187_ACD_90859_transcripcion.json,MZA 39,14/01,80%,66,
amza39_1_260115114215970_ACD_41381_transcripcion.json,MZA 39,15/01,80%,72,
amza39_1_260115114418437_ACD_49693_transcripcion.json,MZA 39,15/01,80%,126,
amza39_1_260116101405101_ACD_31793_transcripcion.json,MZA 39,16/01,80%,1084,4gb
amza39_1_260116114249789_ACD_66427_transcripcion.json,MZA 39,16/01,80%,81,
amza39_1_260116142303868_ACD_33493_transcripcion.json,MZA 39,16/01,80%,101,
amza3_1_260113103613297_ACD_54171_transcripcion.json,MZA 3,13/01,80%,77,
amza3_1_260113124342502_ACD_94305_transcripcion.json,MZA 3,13/01,80%,64,
amza3_1_260113124712255_ACD_00719_transcripcion.json,MZA 3,13/01,80%,79,15gb
amza3_1_260113132953286_ACD_30877_transcripcion.json,MZA 3,13/01,80%,64,
amza3_1_260114105313628_MIT_01988_transcripcion.json,MZA 3,14/01,80%,89,
amza3_1_260114115522828_ACD_70143_transcripcion.json,MZA 3,14/01,80%,63,
amza3_1_260114115647961_ACD_74119_transcripcion.json,MZA 3,14/01,80%,189,
amza3_1_260114120037920_ACD_83931_transcripcion.json,MZA 3,14/01,80%,80,
amza3_1_260114133332521_ACD_85137_transcripcion.json,MZA 3,14/01,80%,111,
amza3_1_260114140406914_ACD_73429_transcripcion.json,MZA 3,14/01,80%,98,
amza3_1_260115104909003_MIT_01971_transcripcion.json,MZA 3,15/01,80%,105,
amza3_1_260115112046268_ACD_66593_transcripcion.json,MZA 3,15/01,80%,250,
amza3_1_260115121119498_ACD_30297_transcripcion.json,MZA 3,15/01,80%,73,
amza3_1_260115130715595_ACD_44415_transcripcion.json,MZA 3,15/01,80%,102,
amza3_1_260116102313810_ACD_69273_transcripcion.json,MZA 3,16/01,80%,109,
amza3_1_260116112556198_MIT_01992_transcripcion.json,MZA 3,16/01,80%,103,
amza3_1_260116121358552_ACD_46529_transcripcion.json,MZA 3,16/01,80%,107,
amza3_1_260116125019988_ACD_08117_transcripcion.json,MZA 3,16/01,80%,61,
amza40_1_260113104056402_ACD_66855_transcripcion.json,MZA 40,13/01,80%,68,
amza40_1_260113105236187_ACD_03675_transcripcion.json,MZA 40,13/01,80%,110,
amza40_1_260113111223040_ACD_72011_transcripcion.json,MZA 40,13/01,80%,71,
amza40_1_260113111954451_ACD_96749_transcripcion.json,MZA 40,13/01,80%,130,
amza40_1_260113124409498_ACD_95121_transcripcion.json,MZA 40,13/01,80%,88,
amza40_1_260113130232587_ACD_44077_transcripcion.json,MZA 40,13/01,80%,65,
amza40_1_260113135633867_MIT_01982_transcripcion.json,MZA 40,13/01,80%,77,
amza40_1_260113143127567_ACD_43835_transcripcion.json,MZA 40,13/01,80%,64,
amza40_1_260114114259719_ACD_37747_transcripcion.json,MZA 40,14/01,80%,67,
amza40_1_260114131640384_ACD_37149_transcripcion.json,MZA 40,14/01,80%,102,15gb
amza40_1_260114134858740_ACD_28447_transcripcion.json,MZA 40,14/01,80%,68,8gb
amza40_1_260114142533419_ACD_38647_transcripcion.json,MZA 40,14/01,80%,217,8gb
amza40_1_260115110937106_ACD_27359_transcripcion.json,MZA 40,15/01,80%,152,
amza40_1_260115115309871_ACD_78617_transcripcion.json,MZA 40,15/01,80%,309,
amza40_1_260115124813342_ACD_86139_transcripcion.json,MZA 40,15/01,80%,125,
amza40_1_260115132131169_ACD_86743_transcripcion.json,MZA 40,15/01,80%,62,
amza40_1_260116102453080_ACD_75853_transcripcion.json,MZA 40,16/01,80%,84,
amza40_1_260116104807443_ACD_70663_transcripcion.json,MZA 40,16/01,80%,71,
amza40_1_260116111231741_ACD_57593_transcripcion.json,MZA 40,16/01,80%,64,
amza40_1_260116112558144_ACD_08189_transcripcion.json,MZA 40,16/01,80%,89,
amza40_1_260116121347549_ACD_46205_transcripcion.json,MZA 40,16/01,80%,118,4gb
