archivo,id_interaccion,agente,duracion_seg,cantidad_quejas,quejas_no_resueltas,primera_queja
amza35_1_260116121212521_ACD_43821_transcripcion.json,260116121212521_ACD_43821,MZA 35,1505,1,1,"Claro, pero de trabajar, sí, me anda, claro, en provincia, pero movistar no me andaba, por eso yo me había cambiado. No es que no quería estar de movi"
amza36_1_260113125409633_ACD_17395_transcripcion.json,260113125409633_ACD_17395,MZA 36,99,1,1,"Sí, sí, no, lo que pasa es que como ya tengo la línea con el claro en internet, ¿no entiendes? Sí, ah, perfecto. No me sirve para nada, me llaman siem"
amza36_1_260115120207441_ACD_06775_transcripcion.json,260115120207441_ACD_06775,MZA 36,165,1,1,"Por eso le queríamos hallar este plan. Perfecto, bueno. No, no me sirve. ¿Por qué Cristian no le sirve? ¿Puedo escuchar la promoción?"
amza39_1_260114120911833_ACD_01881_transcripcion.json,260114120911833_ACD_01881,MZA 39,106,1,1,Te fuiste porque estaba muy caro comprando. El día de hoy hemos entendido eso. Teníamos elevado el reclamo de por qué te fuiste de compañía.
amza39_1_260114132752512_ACD_68111_transcripcion.json,260114132752512_ACD_68111,MZA 39,89,1,1,"Habíamos visto lo que era tu reclamo por el tema del precio y, bueno, por eso queríamos ofrecerte algo mucho más económico y mucho más completo. ¿Es e"
amza39_1_260114132946043_ACD_73823_transcripcion.json,260114132946043_ACD_73823,MZA 39,225,1,1,"No, no me sirve porque ya me hicieron eso y después no pude cambiar y tuve que cambiar a claro porque me estaban cobrando una exageración cuando llamé"
amza39_1_260114140933656_ACD_89067_transcripcion.json,260114140933656_ACD_89067,MZA 39,71,1,1,Bien. No tengo línea. Estoy con prepago.
amza39_1_260115125631152_ACD_10011_transcripcion.json,260115125631152_ACD_10011,MZA 39,210,1,1,"Demora un poquito pero le va a llegar, usted no se va a quedar sin línea en ningún momento."
amza39_1_260116114249789_ACD_66427_transcripcion.json,260116114249789_ACD_66427,MZA 39,81,1,1,"Llamaba desde la área de beneficios movistar para hacerle llegar lo que es... No, o sea, dice que no me llamen más. Por favor. ¿Por qué, señorita? ¿Cu"
amza39_1_260116140748609_ACD_79085_transcripcion.json,260116140748609_ACD_79085,MZA 39,121,1,1,"Y siguen llamando y seguimos teniendo llamadas. Sí, sí, voy a llamar al ente regulador y voy a levantar una denuncia o algo. No puede ser, tres, cuatr"
amza39_1_260116145926943_ACD_54455_transcripcion.json,260116145926943_ACD_54455,MZA 39,162,1,1,"¿Y por llamada común, sin Internet?"
amza3_1_260113124712255_ACD_00719_transcripcion.json,260113124712255_ACD_00719,MZA 3,79,1,1,"No, en este momento Mozart no me sirve. Bien, ¿en cuanto a señal o por precio?"
amza3_1_260113131614402_ACD_87951_transcripcion.json,260113131614402_ACD_87951,MZA 3,229,1,1,"No funciona. ¿Ya viste ese problema anteriormente con Movistar? Sí, sí. Movistar claro no engancha, hicimos poner claro y no engancha."
amza3_1_260115125722547_ACD_12819_transcripcion.json,260115125722547_ACD_12819,MZA 3,93,1,1,"Sí, yo ya hice la denuncia que no tienen señal en el cierre de cordas. Ah, bien. Esto se pasó hace poquito. Veo que te cambiaste en febrero del año pa"
amza3_1_260115142318941_MIT_01962_transcripcion.json,260115142318941_MIT_01962,MZA 3,606,2,1,¿De mí o no puede ser? ¿En algún momento te han usado el DNI para sacar alguna línea con Movistar?
amza3_1_260116102313810_ACD_69273_transcripcion.json,260116102313810_ACD_69273,MZA 3,109,1,1,"Claro. En el caso que vos quieras, nosotros tenemos un plan sumamente más beneficioso para vos. Serían 16 gigas, es un poquito menos de las 20 que con"
amza3_1_260116104249433_ACD_51637_transcripcion.json,260116104249433_ACD_51637,MZA 3,241,1,1,"Claro. Pero eso es su factura mes a mes, no se lo van a solucionar ellos a eso. Pero al menos yo pienso que tiene que contestar cuando uno lo llama, ¿"
amza40_1_260112105033973_ACD_80491_transcripcion.json,260112105033973_ACD_80491,MZA 40,63,1,1,"Sí, sí, pero ya estoy esperando que me manden el tip."
amza40_1_260112130807427_ACD_86897_transcripcion.json,260112130807427_ACD_86897,MZA 40,126,1,1,"Además tiene un beneficio donde puede, además del plan, activar 20 gigas de regalo con una duración de 30 días cuando usted desee. Sí, el que es verda"
amza40_1_260114142533419_ACD_38647_transcripcion.json,260114142533419_ACD_38647,MZA 40,217,1,1,"Apagala. Si ahora no hay nadie que se va a bañar. No, no puede ser. Mirá el gas como está saliendo. Hola, buenas tardes. Hola, sí. Sí, buenas tardes."
amza40_1_260115132131169_ACD_86743_transcripcion.json,260115132131169_ACD_86743,MZA 40,62,1,1,"No, porque yo viajo a Santiago del Estero y Bovistar no me sirve ya."
amza40_1_260116134949943_ACD_11199_transcripcion.json,260116134949943_ACD_11199,MZA 40,193,1,1,"Sí. Pero bueno, nada, pásame a ver el plan y déjame que lo piense, a ver qué onda, si me sirve o no me sirve."
amza40_1_260116141324689_ACD_00799_transcripcion.json,260116141324689_ACD_00799,MZA 40,77,1,1,"Ahora, para eso, hacen un retrasmo de mi casa para que me vengan a solucionar el problema porque no anda, no me puedo comunicar. Ahora ustedes, para e"
amza41_1_260113104304810_ACD_72785_transcripcion.json,260113104304810_ACD_72785,MZA 41,83,1,1,"Mira, te voy a explicar. Te voy a explicar antes de que me hable. Yo le di de baja a Movistar y estoy esperando el llamado para que me lo acepten."
amza41_1_260114132956113_ACD_74295_transcripcion.json,260114132956113_ACD_74295,MZA 41,76,1,1,"Al que te paso a contar, yo tengo tres niñas en nombre mío y el problema mío es que en la zona donde vivo no tengo señal con movistar."
amza41_1_260116103203902_ACD_05669_transcripcion.json,260116103203902_ACD_05669,MZA 41,107,1,1,"Sí, sí, pero por ahora no me sirve el plan. Si es de 16 gigas nada más, no me sirve."
amza41_1_260116115925263_ACD_18723_transcripcion.json,260116115925263_ACD_18723,MZA 41,75,1,1,"No sé bien en qué zona vi, pero me puedo... No, no, y sigue pasando, porque además tengo a mi hijo y tiene esa línea, pero bueno, como él mucho anda p"
amza42_1_260112105027979_ACD_80177_transcripcion.json,260112105027979_ACD_80177,MZA 42,88,1,1,"Sí, sí, pero no lo uso y no tengo internet de nada. Así que no me interesa nada. Bien, perfecto."
amza42_1_260113114350839_ACD_68249_transcripcion.json,260113114350839_ACD_68249,MZA 42,79,1,1,"Sí. Sí, pero a mí no me sirve de empresa."
amza42_1_260114131320501_ACD_26747_transcripcion.json,260114131320501_ACD_26747,MZA 42,190,1,1,"Si usted llega, cuando él venga, dice, porque lo estoy esperando. Así que le comento algo. Ángela. Bien, Ángela, yo le voy a mandar un mensajito por W"
amza42_1_260114140636631_ACD_80759_transcripcion.json,260114140636631_ACD_80759,MZA 42,180,2,2,"Bien, perfecto. Estoy bien, así que no, no te preocupes. Estoy bien con Claro por ahora. Estoy bien cuando, no sé, algo pase. Bueno, ya llamo. Bien, p"
amza42_1_260115113713232_ACD_21209_transcripcion.json,260115113713232_ACD_21209,MZA 42,145,1,1,"Pero ya te estoy diciendo, todos los días me llaman y todos los días les voy a explicar. ¿No pueden morar de gracias a datos mi nombre, mi número? Sí,"
amza42_1_260115135456010_ACD_92185_transcripcion.json,260115135456010_ACD_92185,MZA 42,100,1,1,"No, porque no me anda la señal, por eso yo lo cambié."
amza42_1_260115135804678_ACD_04355_transcripcion.json,260115135804678_ACD_04355,MZA 42,74,1,1,"Sí, sí, lo probé y me parece malo el servicio, por eso no lo quiero."
amza42_1_260115140140365_ACD_16385_transcripcion.json,260115140140365_ACD_16385,MZA 42,92,1,1,"Ah, sí, no, te agradezco. Perdón que te respondiera así. Te agradezco, querida, pues sabes que yo me tuve que cambiar de Movistar anteriormente porque"
amza42_1_260116105425744_ACD_93323_transcripcion.json,260116105425744_ACD_93323,MZA 42,76,1,1,"Pero te agradezco, pero en la zona no funciona movistar. ¿De dónde sucede, tal cualmente? De Verónica Pintañillo. Verónica Pintañillo, comienza Buenos"
amza42_1_260116112929015_ACD_21153_transcripcion.json,260116112929015_ACD_21153,MZA 42,120,1,1,"¿Eso es correcto? Sí, en mi línea sí. En otra, en otra no. Me cambiaron hace un mes pero todavía no logro tener el servicio. Bien. Perfecto. ¿Y a qué "
amza42_1_260116121336550_ACD_45983_transcripcion.json,260116121336550_ACD_45983,MZA 42,414,1,1,"Obvio. Entonces me cambié a claro y claro me cumplió. O sea, me dijo, bueno, vas a pagar tanto y me cumplió un año, tenía por un año y ese año no pagu"
amza42_1_260116150328523_ACD_57841_transcripcion.json,260116150328523_ACD_57841,MZA 42,120,1,1,Mala señal.
amza43_1_260113145625203_ACD_32761_transcripcion.json,260113145625203_ACD_32761,MZA 43,135,1,1,"porque no te rinden tus datos para llegar a... No, lo que pasa es que me fui de vacaciones en Chile y al lugar donde iba no había wifi y se van los da"
amza43_1_260114111251768_ACD_45539_transcripcion.json,260114111251768_ACD_45539,MZA 43,413,1,1,"Y nada, la idea de esto es siempre poder recuperar al cliente y mantenerlo. No sirve de nada que yo le dé una oferta, sino no se va a poder mantener e"
amza43_1_260115110011697_ACD_94265_transcripcion.json,260115110011697_ACD_94265,MZA 43,287,2,2,"Así que no me quiero quedar sin línea de un lado ni del otro. Ah, mira, te cuento una cosa antes. Estaba chequeando primero que el chip es sin costo, "
amza43_1_260115114827521_ACD_64221_transcripcion.json,260115114827521_ACD_64221,MZA 43,366,1,1,"Acá verifico, verifico justamente todo lo que fue esa información de reclamo. Quédate tranquila porque justamente gracias a la experiencia y mala expe"
amza43_1_260115144138079_ACD_56405_transcripcion.json,260115144138079_ACD_56405,MZA 43,160,1,1,"Claro que pasó la otra vez que me suelen, fue un día paoso, me suelen... ¿Cuán? Lo escucho muy mal. Hace un año atrás me suelen entonces y no tenía co"
amza43_1_260116101237476_ACD_27067_transcripcion.json,260116101237476_ACD_27067,MZA 43,90,1,1,Yo tengo línea cuando estoy acá en Buenos Aires con Movistar. Cuando salgo de la provincia de Buenos Aires ya no tengo señal.
amza43_1_260116102940857_ACD_95615_transcripcion.json,260116102940857_ACD_95615,MZA 43,87,1,1,"Yo ya estoy conforme con lo que tengo y ya está. Te cuento que actualmente igual hemos modificado todas las antenas, hemos también... Bueno, no sé... "
amza43_1_260116103440566_ACD_17081_transcripcion.json,260116103440566_ACD_17081,MZA 43,203,2,2,"Y con respecto a la cobertura, como te digo, al cambiar de chip, eh tendrías eh los nuevos que van a conectar con las nuevas antenas, ¿Sí? Que tenemos"
amza43_1_260116115616282_ACD_08973_transcripcion.json,260116115616282_ACD_08973,MZA 43,190,1,1,"El tema del movistar es que no tengo señal en ningún lado por mi casa, ¿viste? Usted es de Buenos Aires, por lo que logro ver."
amza43_1_260116133124011_ACD_46445_transcripcion.json,260116133124011_ACD_46445,MZA 43,562,2,2,"Sabés que yo tenía movistar y siempre nos gustó tener movistar, pero tenemos un problema con movistar, que nosotros viajamos a misiones y nos quedamos"
amza43_1_260116143253677_ACD_64589_transcripcion.json,260116143253677_ACD_64589,MZA 43,119,1,1,"¿Cuánto más o menos? No sé cuánto, pero a veces anda mal la línea también, porque a veces me quiero comunicar de capital para acá y no me anda la líne"
amza44_1_260113134148468_ACD_71721_transcripcion.json,260113134148468_ACD_71721,MZA 44,507,1,1,Ok. Si queremos avisar no puedo hacer el traspaso porque acá mi tía tiene muchas deudas y no me puedo hacer el traspaso. Tiene muchas deudas? Claro. S
amza44_1_260113143039533_ACD_40837_transcripcion.json,260113143039533_ACD_40837,MZA 44,225,2,2,"Sí, pero tuve mucho salvo movistar. No, sí, entiendo, entiendo, pero bueno, en estos años han mejorado lo que es infraestructura de antenas, ¿sí? Y es"
amza44_1_260114105214783_ACD_87147_transcripcion.json,260114105214783_ACD_87147,MZA 44,166,1,1,"Pero el tema de la señal, hasta ahora sigo con compañeros. que no llega la señal allá y me preguntan que empecé tengo yo para pasarse de compañía porq"
amza44_1_260114112526855_ACD_83403_transcripcion.json,260114112526855_ACD_83403,MZA 44,311,1,1,"Claro, el tema es que no me van a... Claro, cuando yo hago el cambio, como que claro, me da de bajar o así, yo me quedo sin línea esos días hasta que "
amza44_1_260114143127927_ACD_56131_transcripcion.json,260114143127927_ACD_56131,MZA 44,126,1,1,"va a poder mandar whatsapps aunque se quede a quedar sin internet en el teléfono, ¿sí?"
amza44_1_260114143552276_ACD_66785_transcripcion.json,260114143552276_ACD_66785,MZA 44,190,1,1,"Claro, no me sirve tanto porque trabajo desde casa y tengo internet fijo. Ok,"
amza44_1_260116121654922_ACD_50421_transcripcion.json,260116121654922_ACD_50421,MZA 44,87,1,1,"Así que por eso es que no tengo línea. Por eso es que te iba a dejar la línea. A ver, te pago la línea. Ok."
amza44_1_260116143414215_ACD_68821_transcripcion.json,260116143414215_ACD_68821,MZA 44,465,1,1,"Y me decían que hay un tres por ciento de inflación, ¿no? Claro, entiendo. Y yo creo que hasta el día de hoy creo que no sé, suman y retar por el tema"
amza45_1_260113120153576_ACD_17047_transcripcion.json,260113120153576_ACD_17047,MZA 45,379,1,1,Salí a buscar un chip el 31 de diciembre porque me quedaba sin señal.
amza4_1_260112110301206_ACD_30349_transcripcion.json,260112110301206_ACD_30349,MZA 4,194,1,1,"Y le incluye llamar a su América en prensa local y rummintiar sin internet fuera del país, incluido dentro de lo que es toda América, ¿sí?"
amza4_1_260112125901676_ACD_58221_transcripcion.json,260112125901676_ACD_58221,MZA 4,1169,1,1,"Ahora, si usted me dice, mirá, Gabi, yo soy de ocupar más internet, la verdad que 8 días mucho no me sirve, entre que hiciera más internet yo tengo un"
amza4_1_260113121254031_ACD_48089_transcripcion.json,260113121254031_ACD_48089,MZA 4,212,1,1,"Perfecto, porque si en su momento movistar no me soluciona el problema cuando yo era cliente, no me voy a arriesgar para volver a movistar."
amza4_1_260113131700809_ACD_90465_transcripcion.json,260113131700809_ACD_90465,MZA 4,140,1,1,"Ay, en la ruta no tengo. Por ejemplo, yo viajo siempre a Puerto Iguazú y no tengo señal. No tengo señal. En cambio, claro, sí tengo señal."
amza4_1_260113134723680_MIT_01969_transcripcion.json,260113134723680_MIT_01969,MZA 4,100,1,1,"que se corta la señal. Justo ayer estaba hablando con una niña en la empresa y yo era la mejor, ahorita cuando se corta la señal. Ah, bien, se quedó r"
amza4_1_260114103834522_ACD_46973_transcripcion.json,260114103834522_ACD_46973,MZA 4,224,1,1,"y se corta la señal de claro en ese momento, colocan el chip y ya trabajan con nosotros. Así, de ese modo, le garantizamos a la gente que nunca se va "
amza4_1_260114115501777_ACD_69435_transcripcion.json,260114115501777_ACD_69435,MZA 4,65,1,1,"No, este es mío. Pero igual no tengo interés de cambiarlo porque tuve tres veces mala experiencia con Izar. ¿Qué le pasó con Izar, señor? y mala señal"
amza4_1_260115133639926_ACD_32683_transcripcion.json,260115133639926_ACD_32683,MZA 4,259,1,1,"Sí. Entonces, en la clínica no tengo señal con Movistar, por eso me tuve que pasar a Claro. Bien, comprendo."
amza4_1_260116111202167_MIT_01988_transcripcion.json,260116111202167_MIT_01988,MZA 4,1079,3,3,"No, no, que ese tranquilo que sin servicio no se va a quedar la matía. No podemos dejar a nadie incomunicado porque imagínese, si nosotros le decimos "
amza4_1_260116131515402_ACD_95439_transcripcion.json,260116131515402_ACD_95439,MZA 4,1048,1,1,"El número de teléfono va a seguir siendo el mismo, el número de teléfono no se cambia en ningún momento, ¿sí? Y algo que le comentó tu mamá, la señora"
amza5_1_260112133840573_ACD_86473_transcripcion.json,260112133840573_ACD_86473,MZA 5,66,1,1,"Ah, bien, perfecto. OK. ¿Y cuántos sigas tiene? ¿Utilizan mucho internet o más o menos? Ay, no, no me pregunte cuántas sigas porque yo el teléfono lo "
amza5_1_260113104227678_ACD_71277_transcripcion.json,260113104227678_ACD_71277,MZA 5,185,2,2,"Ya la experiencia la tuve. Me prometieron que tenía buena señal en mi domicilio, pasándome a movilizar, porque yo tengo claro y venía de claro y no te"
amza5_1_260113110736358_ACD_54591_transcripcion.json,260113110736358_ACD_54591,MZA 5,129,1,1,"Sí, me lo comentaron, pero la verdad es que no me da ganas de pasarme. Si ya me pasé de telecentro a movistar y no funciona, no me voy a seguir pasand"
amza5_1_260114113323738_ACD_08219_transcripcion.json,260114113323738_ACD_08219,MZA 5,1624,1,1,"A ver si me contestan, ¿por qué? Están descansando. Sí, sí. Y eso, yo lo que me interesa es que ella no se quede. Sí, sin señal, obviamente."
amza5_1_260115131658360_ACD_73921_transcripcion.json,260115131658360_ACD_73921,MZA 5,273,1,1,"No tenía señal, seis meses sin señal. Bien, ¿y en dónde no tenía señal? Pero la boleta no me fallaba, siempre me llega la boleta, menos señal. Claro, "
amza6_1_260113140907878_ACD_68827_transcripcion.json,260113140907878_ACD_68827,MZA 6,103,1,1,"Bien, bien. No me puede comunicar, me dejó sin línea, me dejó sin contacto, me dejó cero."
amza6_1_260114134449525_ACD_16431_transcripcion.json,260114134449525_ACD_16431,MZA 6,221,1,1,"Y capaz que donde estoy no es acá y cuando estoy acá y no acá, No sé si acá voy a tener, o allá, o acá, o donde sea, voy a tener. Bien, igual en lo qu"
amza6_1_260115132337261_ACD_93391_transcripcion.json,260115132337261_ACD_93391,MZA 6,104,1,1,"Y ella trabajó en Movistar, en Rosario. Bueno, así que cuando viene ella, que ahora estoy esperando que viene a Rosario, le digo. Bueno, bueno, listo."
amza6_1_260115134802509_ACD_69923_transcripcion.json,260115134802509_ACD_69923,MZA 6,308,1,1,"Tengo prima, así que sé yo, pero bueno, ahí no ayuda porque se arreglan solas."
amza6_1_260116105221698_MIT_01988_transcripcion.json,260116105221698_MIT_01988,MZA 6,965,1,1,"y básicamente le generaron una doble facturación y todavía está sin línea, así que nada, eso es importantísimo que no le pases sus datos a nadie, ¿sí?"
amza6_1_260116134934901_ACD_10205_transcripcion.json,260116134934901_ACD_10205,MZA 6,65,1,1,"Sí. Claro, ¿con Noelia preparada? Sí. Bien. Noelia, ¿tú te quieres brindar lo que es un plan de 8 días de bar, si más 8 de regalo, y te queda 10.400 p"
amza72_1_260112103749766_ACD_24459_transcripcion.json,260112103749766_ACD_24459,MZA 72,639,1,1,"Bueno, yo te digo por WhatsApp entonces. Lo que sí te digo, no sé, porque yo pagué hace poco las líneas, ¿viste? En todo caso, ahora me fijo cuánto se"
amza72_1_260114132527851_ACD_61473_transcripcion.json,260114132527851_ACD_61473,MZA 72,69,1,1,"Hola, ¿cómo te va? ¿José Ramón? ¿Qué tal, José? Quería hablar con vos ya que te quería brindar un descuento en tu línea, bastante bueno. ¿Me escuchas?"
amza72_1_260115111333254_ACD_41841_transcripcion.json,260115111333254_ACD_41841,MZA 72,400,1,1,"No pasa nada con eso, o sea, con que te pasen a movistar no hay problema. Eso lo puedes hacer si vos querés. Claro, ¿cómo hago para ganar eso ya? Clar"
amza73_1_260113142603323_ACD_25943_transcripcion.json,260113142603323_ACD_25943,MZA 73,271,1,1,"¿Qué pasa? Con claro, el tema del WhatsApp no es completamente gratis hasta que uno no se quiera sin Internet, ¿bien? Todo lo que son audios, videos o"
amza73_1_260114133541352_ACD_91449_transcripcion.json,260114133541352_ACD_91449,MZA 73,1466,2,2,"En ese caso, también, se porte la línea, usted va a mostrar, pide que le hagan el cambio del chip directamente, así lo pueden ayudar los chicos en la "
amza73_1_260115114710159_ACD_60325_transcripcion.json,260115114710159_ACD_60325,MZA 73,89,1,1,"Y también no lo tengo claro por línea, por comés, pero vos no. Ah, lo tenés por prepago. Claro, por prepago nomás. Bien, entiendo. Y eso, ¿te alcanzan"
amza73_1_260115140421817_ACD_26281_transcripcion.json,260115140421817_ACD_26281,MZA 73,338,1,1,"No me ayuda ninguna deuda, así que no tendría ningún problema con hacer el tema de la portabilidad."
amza74_1_260113120227600_ACD_18819_transcripcion.json,260113120227600_ACD_18819,MZA 74,212,3,3,"Sí que con Claro. Claro, sí, es muy barato. Lo puedo reconocer, pero a mí no me sirve porque me dan un plan de 7GB y termino comprando todo el interne"
amza74_1_260113125404628_ACD_17147_transcripcion.json,260113125404628_ACD_17147,MZA 74,649,1,1,"Vos me llamas, me ofreces este ofertón, que está bárbaro, me mandas tu WhatsApp, está tu foto, sos muy amable, muy correcta, pero yo qué sé realmente "
amza74_1_260114115800228_ACD_77259_transcripcion.json,260114115800228_ACD_77259,MZA 74,65,2,2,"Hola. Hola. Hola, venía con Alberto. Sí. ¿Cómo estás? La compañía Movistar. Sí, con un buen ejercicio. No, te agradezco, te agradezco, te agradezco, m"
amza74_1_260116125340119_ACD_20173_transcripcion.json,260116125340119_ACD_20173,MZA 74,258,1,1,"y en ese tiempo eran 7.000 todo eso y después se nos fue a 13, después 18 y después ya. Perfecto. ¿Y nunca le llegaban avisos de aumento ni nada de es"
amza74_1_260116135927445_ACD_47641_transcripcion.json,260116135927445_ACD_47641,MZA 74,63,1,1,"pero el precio no me sirve si no tienes servicio. Exactamente lo entiendo, no hay problema."
amza8_1_260114114331738_ACD_39583_transcripcion.json,260114114331738_ACD_39583,MZA 8,131,1,1,"Pero tengo que hablar ahora de nuevo y me dijeron que van a hacer una producción así que me voy a pasar la verdad. Más que nada, brindarte lo que es u"
amza8_1_260115143245872_ACD_28609_transcripcion.json,260115143245872_ACD_28609,MZA 8,79,1,1,"No, no te voy a decir. Aparte, no me interesa porque cuando le pedí a la compañía que me hicieron un descuento, me dijeron que no, así que ahora no lo"
amza9_1_260113104356103_ACD_75101_transcripcion.json,260113104356103_ACD_75101,MZA 9,108,2,2,"Bien. Te agradezco. Yo me llamaron. Sí. ¿Algún motivo, Lore, por lo que no te harías interesar? ¿Qué es lo que no te interesó de las propuestas? Que n"
amza9_1_260114113820317_ACD_24107_transcripcion.json,260114113820317_ACD_24107,MZA 9,411,1,1,"Lo que pasa es que si vos me decís que dentro me cobrás 24, dentro de 7 meses me cobrás 550, no me sirve."
amza9_1_260114115931576_ACD_81031_transcripcion.json,260114115931576_ACD_81031,MZA 9,82,2,2,"Ya me tienen cansados con llamarme de Movistar y le he dicho que no es que no quiero servicio Movistar, que no me sirve donde yo trabajo, porque Movis"
amza9_1_260114124320609_ACD_47439_transcripcion.json,260114124320609_ACD_47439,MZA 9,385,1,1,"No, no, este menos me interesa abonar menos. Me interesa el servicio, si no, ¿para qué? Claro, Esther, pero a ver, yo veo que vos te fuiste a la compa"
amza9_1_260114143016630_ACD_53557_transcripcion.json,260114143016630_ACD_53557,MZA 9,84,2,2,"Sí, yo por ahora no. Te digo, por ahora estoy cómodo, por un claro. Y aparte estoy renegando, estoy esperando una llamada del Telecom. Por eso no te v"
amza9_1_260115125421598_ACD_02601_transcripcion.json,260115125421598_ACD_02601,MZA 9,108,2,2,"Que no, que no es así, estás mirando mal y además yo ya estuve en Movistar y es un servicio que no me interesa, no me gusta, no me sirve y no quiero q"
amza9_1_260115144937592_ACD_80991_transcripcion.json,260115144937592_ACD_80991,MZA 9,149,1,1,"Porque relegaba mucho el tema del internet de mi teléfono y el internet de la fibra óptica. Constantemente me quedaba sin internet. O sea, a veces tod"
amza9_1_260116144228004_ACD_96589_transcripcion.json,260116144228004_ACD_96589,MZA 9,127,1,1,"Llamad a alguien, a cualquier compañía, importan solo 10.400 pesos al día de hoy. No, yo tengo 30 gigas tengo. ¿Cómo, cómo? 30 gigas tengo. ¿30 gigas,"
amza_sup2_1_260112182558383_MIT_01985_transcripcion.json,260112182558383_MIT_01985,desconocido,0,1,1,"O sea, no te vas a quedar sin internet. En total, no te vas a quedar sin internet, vas a tener 20 gigas que si no los usas, se acumulan mes a mes, ade"
